MedicineName,Category,Company,BatchNo,BuyPrice,SellingPrice,Stock,ExpiryDate,Barcode
Product 0552,Dermatology,WellLife,BATCH-1328-B,170.80,249.29,232,2026-06-20,938422159666
Product 0553,Dermatology,BioHeal,BATCH-2718-D,368.03,488.64,221,2028-03-26,321636033170
Product 0554,Antiseptic,PentaHealth,BATCH-3155-C,344.00,415.95,325,2026-06-08,942744765284
Product 0555,Diabetes,LifeMeds,BATCH-1194-C,417.44,514.09,126,2027-05-08,995711952634
Product 0556,Antibiotic,PentaHealth,BATCH-4941-B,159.08,190.06,478,2026-10-18,169821834700
Product 0557,Dermatology,WellLife,BATCH-3312-E,41.48,55.78,90,2027-06-06,614738631186
Product 0558,Antacid,WellLife,BATCH-2792-C,126.23,147.46,191,2026-11-21,467074020622
Product 0559,Vitamin,PentaHealth,BATCH-4927-E,135.03,171.23,156,2026-09-30,176048098311
Product 0560,Diabetes,BioHeal,BATCH-2628-A,252.44,338.64,105,2026-09-19,114650384215
Product 0561,Dermatology,PharmaPlus,BATCH-1066-E,440.49,634.09,416,2028-03-25,377351436247
Product 0562,Diabetes,LifeMeds,BATCH-8113-D,277.17,364.48,375,2028-04-04,281524991040
Product 0563,Antibiotic,CureChem,BATCH-4752-C,315.85,370.48,221,2026-05-29,147589338118
Product 0564,Analgesic,PentaHealth,BATCH-2226-E,237.68,317.58,115,2028-03-01,208492785865
Product 0565,Respiratory,HealthCorp,BATCH-3728-B,402.73,505.71,408,2028-04-15,112667354572
Product 0566,Analgesic,PharmaPlus,BATCH-4540-E,175.86,258.45,310,2026-11-06,856110534142
Product 0567,Antihistamine,MediPharm,BATCH-6043-E,214.77,290.53,208,2027-12-10,629817856729
Product 0568,Diabetes,BioHeal,BATCH-5761-A,390.86,549.24,185,2027-09-23,940346763221
Product 0569,Antacid,PentaHealth,BATCH-9078-D,195.96,273.45,112,2027-02-05,969869021174
Product 0570,Antibiotic,CureChem,BATCH-6334-C,147.34,196.25,322,2027-02-05,675814143718
Product 0571,Antibiotic,BioHeal,BATCH-4775-D,21.09,30.75,41,2026-06-08,532626773173
Product 0572,Vitamin,HealthCorp,BATCH-5301-E,141.01,194.07,469,2028-04-25,529075925670
Product 0573,Antacid,BioHeal,BATCH-8569-B,271.77,318.61,459,2027-04-16,840631851846
Product 0574,Antihistamine,WellLife,BATCH-2790-A,197.35,235.98,162,2026-07-02,865909707795
Product 0575,Respiratory,PharmaPlus,BATCH-5341-B,238.82,323.83,493,2027-09-03,539607982387
Product 0576,Antiseptic,WellLife,BATCH-2965-D,123.01,144.40,208,2027-06-03,561579454690
Product 0577,Antibiotic,WellLife,BATCH-6380-E,63.68,92.44,167,2026-08-04,853400695266
Product 0578,Antiseptic,CureChem,BATCH-8597-E,186.26,261.80,237,2026-07-22,111667070156
Product 0579,Dermatology,PentaHealth,BATCH-3219-E,32.85,40.96,116,2027-08-20,461123907260
Product 0580,Dermatology,CureChem,BATCH-7721-B,153.56,209.77,32,2028-05-14,275655872639
Product 0581,Respiratory,LifeMeds,BATCH-7788-C,357.50,493.44,286,2028-03-11,302530570364
Product 0582,Antacid,MediPharm,BATCH-6196-C,498.12,699.69,228,2026-05-17,444690576125
Product 0583,Cardiac,BioHeal,BATCH-1101-C,489.28,650.45,394,2027-07-02,771807263815
Product 0584,Cardiac,MediPharm,BATCH-6307-D,472.69,598.73,357,2026-09-08,239018667962
Product 0585,Antiseptic,BioHeal,BATCH-4387-C,225.51,270.93,212,2026-10-14,397114438677
Product 0586,Cardiac,PentaHealth,BATCH-7896-C,318.67,459.26,377,2026-09-04,538501146613
Product 0587,Dermatology,LifeMeds,BATCH-3664-C,477.51,711.29,315,2026-06-20,430676209390
Product 0588,Analgesic,CureChem,BATCH-5215-D,425.80,615.72,94,2028-06-10,449106121520
Product 0589,Antiseptic,CareGen,BATCH-4427-C,37.63,46.82,433,2027-03-08,667173543337
Product 0590,Antacid,CareGen,BATCH-3458-D,86.89,108.23,328,2028-06-11,208683356070
Product 0591,Diabetes,CareGen,BATCH-5126-B,103.98,141.56,100,2026-07-08,153059890843
Product 0592,Antacid,LifeMeds,BATCH-7877-D,78.89,96.83,205,2027-09-12,127632598490
Product 0593,Diabetes,HealthCorp,BATCH-4143-E,180.67,219.76,249,2027-12-12,195130964109
Product 0594,Antiseptic,CareGen,BATCH-9392-A,284.41,415.46,68,2027-06-12,923975608685
Product 0595,Respiratory,PharmaPlus,BATCH-9451-D,479.16,589.66,177,2027-03-09,698313949952
Product 0596,Respiratory,NovaPharma,BATCH-6620-D,492.78,577.08,408,2027-11-12,233470310829
Product 0597,Antihistamine,CureChem,BATCH-4190-E,437.07,583.94,117,2026-05-05,538966323357
Product 0598,Antibiotic,WellLife,BATCH-8946-D,420.66,594.50,308,2027-06-25,485314973738
Product 0599,Vitamin,CareGen,BATCH-4775-A,107.19,137.25,333,2028-04-29,181955768027
Product 0600,Diabetes,WellLife,BATCH-6368-B,192.30,260.32,331,2026-11-17,333810020382
Product 0601,Vitamin,CureChem,BATCH-3379-B,383.56,458.81,492,2028-05-13,122415127350
Product 0602,Antihistamine,LifeMeds,BATCH-3864-E,381.10,454.29,166,2026-11-20,400648128802
Product 0603,Respiratory,MediPharm,BATCH-6492-D,89.11,106.72,109,2028-02-06,666598530802
Product 0604,Antibiotic,LifeMeds,BATCH-4579-A,276.15,377.01,284,2026-07-11,984711407162
Product 0605,Cardiac,NovaPharma,BATCH-8249-C,429.24,618.95,326,2028-05-18,598433493344
Product 0606,Antiseptic,NovaPharma,BATCH-5168-E,333.14,492.18,251,2026-10-10,336283787150
Product 0607,Antihistamine,BioHeal,BATCH-5730-D,297.47,421.16,259,2027-09-15,416074717386
Product 0608,Antibiotic,PentaHealth,BATCH-5826-D,415.11,579.69,150,2028-03-22,178684430116
Product 0609,Dermatology,MediPharm,BATCH-2720-E,310.34,424.38,41,2027-03-31,488439720904
Product 0610,Cardiac,BioHeal,BATCH-4627-C,77.63,103.39,169,2027-02-21,743700995486
Product 0611,Antacid,HealthCorp,BATCH-2201-D,266.48,354.13,355,2027-12-02,966137547269
Product 0612,Antiseptic,PentaHealth,BATCH-8370-A,406.57,514.26,127,2028-01-04,616624133577
Product 0613,Diabetes,NovaPharma,BATCH-6746-E,142.77,195.62,285,2028-06-04,636486290903
Product 0614,Analgesic,LifeMeds,BATCH-7051-D,96.98,120.97,234,2026-12-26,659621716724
Product 0615,Cardiac,CureChem,BATCH-7586-A,65.36,95.00,306,2026-06-28,677752352094
Product 0616,Dermatology,PentaHealth,BATCH-7322-E,32.10,40.55,314,2026-10-30,878310861462
Product 0617,Antiseptic,CareGen,BATCH-2964-A,181.52,227.56,379,2027-11-25,223450285098
Product 0618,Analgesic,PharmaPlus,BATCH-1040-E,350.77,422.92,365,2026-08-07,358264693850
Product 0619,Antiseptic,MediPharm,BATCH-6892-C,135.17,193.36,173,2026-04-18,914284097642
Product 0620,Diabetes,CureChem,BATCH-4957-A,433.08,639.37,164,2026-09-28,667273153975
Product 0621,Diabetes,WellLife,BATCH-9755-E,25.64,33.32,181,2027-06-23,675528744231
Product 0622,Antihistamine,PentaHealth,BATCH-7382-B,58.35,76.91,394,2027-02-16,910946970892
Product 0623,Antiseptic,MediPharm,BATCH-1558-E,98.16,132.78,289,2027-08-21,400083572780
Product 0624,Diabetes,CareGen,BATCH-7142-C,59.70,77.64,360,2027-05-07,657930683908
Product 0625,Antiseptic,BioHeal,BATCH-5538-D,49.53,63.85,407,2026-07-14,151713726215
Product 0626,Antibiotic,PharmaPlus,BATCH-5235-D,310.86,457.49,257,2027-05-27,233287320753
Product 0627,Vitamin,PentaHealth,BATCH-4678-A,153.85,182.86,131,2027-11-01,309598359524
Product 0628,Dermatology,WellLife,BATCH-7699-C,139.07,188.70,146,2028-06-08,285360969648
Product 0629,Cardiac,PharmaPlus,BATCH-7837-E,334.88,429.06,255,2028-04-10,574811202930
Product 0630,Antihistamine,CareGen,BATCH-3609-A,338.99,456.88,191,2026-06-08,352815335644
Product 0631,Antacid,MediPharm,BATCH-6881-B,438.99,578.16,412,2026-09-16,263230109591
Product 0632,Analgesic,BioHeal,BATCH-2579-A,250.86,290.59,303,2026-11-02,587020753272
Product 0633,Antiseptic,PharmaPlus,BATCH-4463-A,41.56,55.05,485,2026-12-30,474229995398
Product 0634,Antihistamine,WellLife,BATCH-8565-B,329.23,473.47,18,2027-10-14,225756806033
Product 0635,Diabetes,PharmaPlus,BATCH-9060-C,74.99,101.41,416,2027-11-07,948353620570
Product 0636,Diabetes,NovaPharma,BATCH-2319-B,265.30,343.50,72,2027-12-21,287439564727
Product 0637,Antacid,LifeMeds,BATCH-9462-C,422.39,600.05,254,2027-09-01,339550013957
Product 0638,Analgesic,WellLife,BATCH-8258-E,442.97,633.62,112,2028-03-28,482317993852
Product 0639,Antibiotic,MediPharm,BATCH-4374-E,211.88,268.82,110,2027-12-12,268304766173
Product 0640,Antacid,HealthCorp,BATCH-4622-A,470.42,663.73,226,2027-10-18,696384242022
Product 0641,Dermatology,NovaPharma,BATCH-4173-E,354.27,448.72,492,2027-06-27,402096895249
Product 0642,Vitamin,WellLife,BATCH-9143-A,311.66,387.06,75,2027-04-25,506488685952
Product 0643,Antibiotic,WellLife,BATCH-7380-B,388.14,472.23,294,2028-05-04,464634090886
Product 0644,Vitamin,PentaHealth,BATCH-6501-C,75.17,111.60,489,2026-10-08,650836740884
Product 0645,Dermatology,CureChem,BATCH-4765-A,224.46,319.98,225,2027-01-10,197282542773
Product 0646,Respiratory,PharmaPlus,BATCH-6411-B,394.67,536.04,241,2027-10-15,238917618060
Product 0647,Antacid,CareGen,BATCH-8768-E,385.13,554.44,185,2026-10-12,286128185467
Product 0648,Vitamin,HealthCorp,BATCH-4345-E,264.52,317.68,295,2027-04-24,715620745942
Product 0649,Antiseptic,MediPharm,BATCH-7541-B,241.58,333.80,235,2028-03-19,188173773572
Product 0650,Diabetes,HealthCorp,BATCH-4653-B,41.09,56.64,149,2027-03-18,800416419071
Product 0651,Respiratory,BioHeal,BATCH-1763-B,92.79,138.21,130,2028-01-15,267773616697
Product 0652,Antiseptic,NovaPharma,BATCH-3101-D,226.99,307.40,383,2028-05-13,894362104907
Product 0653,Antacid,CureChem,BATCH-1528-E,445.36,658.97,302,2026-11-17,995259563051
Product 0654,Antacid,WellLife,BATCH-1644-A,172.75,228.35,186,2027-11-26,376028449117
Product 0655,Analgesic,MediPharm,BATCH-8826-C,309.24,406.82,125,2028-02-15,414323036080
Product 0656,Diabetes,BioHeal,BATCH-4587-C,241.39,300.05,417,2028-01-05,888585291729
Product 0657,Analgesic,WellLife,BATCH-7620-C,499.26,657.05,179,2026-06-22,420477286254
Product 0658,Antihistamine,CureChem,BATCH-1330-A,442.99,587.55,11,2026-09-19,679226888550
Product 0659,Antacid,HealthCorp,BATCH-4718-B,167.16,242.46,61,2026-12-18,396548098314
Product 0660,Respiratory,CureChem,BATCH-4412-A,423.33,568.61,349,2026-06-16,334175692903
Product 0661,Antiseptic,MediPharm,BATCH-3369-A,99.40,146.45,268,2026-08-28,784668438345
Product 0662,Antiseptic,HealthCorp,BATCH-8116-D,255.92,367.50,133,2027-12-19,742562723880
Product 0663,Antacid,HealthCorp,BATCH-2667-A,455.86,538.87,438,2028-04-29,910672444393
Product 0664,Antiseptic,MediPharm,BATCH-5858-B,443.95,513.69,244,2027-11-16,180270075293
Product 0665,Diabetes,WellLife,BATCH-3470-E,65.91,94.51,424,2027-02-09,301602254823
Product 0666,Respiratory,CareGen,BATCH-8439-D,228.92,318.95,458,2028-06-19,286340420372
Product 0667,Dermatology,LifeMeds,BATCH-6836-D,160.86,239.33,480,2028-03-14,100815807009
Product 0668,Dermatology,PentaHealth,BATCH-1532-E,22.27,27.24,244,2027-07-29,543059374221
Product 0669,Diabetes,PentaHealth,BATCH-5522-C,417.49,559.42,45,2027-04-28,937599682175
Product 0670,Antihistamine,NovaPharma,BATCH-7212-D,491.46,661.20,249,2026-12-03,360079764419
Product 0671,Antiseptic,PentaHealth,BATCH-3149-D,373.35,557.27,273,2026-12-14,753663407471
Product 0672,Analgesic,WellLife,BATCH-9998-D,351.25,519.47,308,2026-07-26,780806112660
Product 0673,Antihistamine,NovaPharma,BATCH-9730-A,332.12,428.03,411,2028-05-06,814542208864
Product 0674,Antibiotic,LifeMeds,BATCH-9741-E,178.39,241.44,273,2026-11-19,765699888989
Product 0675,Analgesic,BioHeal,BATCH-8928-C,60.70,85.69,497,2027-11-27,411850887447
Product 0676,Diabetes,LifeMeds,BATCH-7459-D,36.41,47.61,363,2027-01-16,732013163864
Product 0677,Cardiac,NovaPharma,BATCH-6735-C,499.70,674.70,57,2026-11-15,744699707722
Product 0678,Antiseptic,WellLife,BATCH-2687-E,115.16,146.47,345,2026-12-04,147357719108
Product 0679,Vitamin,BioHeal,BATCH-8352-D,298.15,429.52,222,2027-06-11,499275288267
Product 0680,Diabetes,LifeMeds,BATCH-7672-A,56.68,82.47,262,2027-02-26,216677310856
Product 0681,Respiratory,HealthCorp,BATCH-7830-B,387.19,578.74,111,2027-04-23,796987786049
Product 0682,Diabetes,MediPharm,BATCH-4895-E,482.05,690.32,62,2027-02-26,358900624175
Product 0683,Antibiotic,WellLife,BATCH-5602-A,20.17,23.73,370,2028-02-21,714443381942
Product 0684,Antibiotic,CareGen,BATCH-1678-C,21.69,26.13,467,2027-02-15,423731467091
Product 0685,Antacid,PentaHealth,BATCH-8398-D,369.87,501.68,51,2027-02-24,737710169742
Product 0686,Diabetes,CareGen,BATCH-7790-E,433.02,649.23,476,2027-02-04,420968542328
Product 0687,Respiratory,WellLife,BATCH-7278-E,30.93,39.57,199,2028-04-08,425260306883
Product 0688,Cardiac,PharmaPlus,BATCH-8433-E,385.66,561.38,262,2027-05-16,397526103598
Product 0689,Diabetes,CureChem,BATCH-4728-A,312.87,452.58,311,2027-12-13,494990236104
Product 0690,Antihistamine,BioHeal,BATCH-8470-C,44.78,60.73,111,2027-09-09,301705551431
Product 0691,Respiratory,PharmaPlus,BATCH-1193-A,287.98,413.24,394,2028-02-23,837581144472
Product 0692,Antibiotic,HealthCorp,BATCH-3630-A,457.27,642.52,444,2027-06-26,222042492171
Product 0693,Antihistamine,MediPharm,BATCH-3874-C,62.28,78.26,423,2026-06-23,252291431151
Product 0694,Antibiotic,HealthCorp,BATCH-3918-D,317.40,383.44,203,2026-12-09,313802104746
Product 0695,Cardiac,PharmaPlus,BATCH-5237-C,172.85,201.56,258,2027-11-15,998597783081
Product 0696,Antacid,WellLife,BATCH-9405-D,337.91,491.76,177,2027-06-16,474619119511
Product 0697,Respiratory,NovaPharma,BATCH-5205-B,406.14,601.49,90,2026-09-19,213290664972
Product 0698,Antacid,PentaHealth,BATCH-1321-E,431.37,613.49,226,2028-02-27,162623424890
Product 0699,Antacid,WellLife,BATCH-2790-B,220.11,277.08,304,2026-08-20,191255651503
Product 0700,Cardiac,LifeMeds,BATCH-3955-C,473.20,584.03,465,2028-04-24,423678059760
Product 0701,Antihistamine,HealthCorp,BATCH-1354-B,221.95,259.84,396,2028-01-31,870368664280
Product 0702,Respiratory,CureChem,BATCH-6962-B,128.97,168.59,79,2026-06-03,993265553511
Product 0703,Antihistamine,HealthCorp,BATCH-1319-D,292.07,411.97,87,2028-01-01,599250604479
Product 0704,Antibiotic,WellLife,BATCH-2779-C,282.26,355.49,437,2026-11-21,677986172149
Product 0705,Dermatology,NovaPharma,BATCH-5860-E,426.50,610.02,41,2026-06-29,522595761368
Product 0706,Analgesic,BioHeal,BATCH-3080-B,499.59,616.80,377,2027-08-03,712386387347
Product 0707,Antibiotic,WellLife,BATCH-3175-C,475.96,667.16,260,2026-12-14,796074499804
Product 0708,Dermatology,CureChem,BATCH-2256-C,322.87,394.64,124,2026-08-05,343663558406
Product 0709,Cardiac,NovaPharma,BATCH-9837-B,205.19,259.99,339,2027-03-28,980101572664
Product 0710,Vitamin,WellLife,BATCH-7842-E,478.54,636.74,314,2027-10-09,599178721069
Product 0711,Analgesic,LifeMeds,BATCH-9163-A,132.91,191.26,82,2026-04-09,227819118665
Product 0712,Cardiac,WellLife,BATCH-5642-D,382.71,459.94,268,2026-10-26,966271200483
Product 0713,Respiratory,NovaPharma,BATCH-5710-B,333.70,444.13,418,2027-08-26,389641426674
Product 0714,Antiseptic,MediPharm,BATCH-4676-D,264.68,375.15,385,2026-10-08,814129422403
Product 0715,Antiseptic,PharmaPlus,BATCH-9661-E,328.80,482.31,96,2026-11-27,278362928838
Product 0716,Vitamin,WellLife,BATCH-5290-A,471.84,688.24,254,2027-02-19,204979062361
Product 0717,Dermatology,LifeMeds,BATCH-1401-D,464.68,569.62,175,2027-03-13,665647496456
Product 0718,Dermatology,LifeMeds,BATCH-7540-B,82.53,112.65,370,2026-10-14,413348285117
Product 0719,Analgesic,CareGen,BATCH-6141-C,167.14,246.67,179,2026-11-11,608234623022
Product 0720,Dermatology,PentaHealth,BATCH-1963-A,225.66,283.00,396,2028-05-26,612133016365
Product 0721,Cardiac,HealthCorp,BATCH-3160-C,427.82,543.80,306,2026-05-16,829611492117
Product 0722,Dermatology,LifeMeds,BATCH-3166-C,362.43,421.56,237,2027-03-27,142204462152
Product 0723,Antiseptic,BioHeal,BATCH-4945-D,48.39,60.41,40,2026-12-28,378015084198
Product 0724,Antihistamine,CureChem,BATCH-4900-B,428.89,540.79,437,2027-08-24,724938503325
Product 0725,Vitamin,HealthCorp,BATCH-4264-B,410.18,496.99,179,2026-07-10,618573100864
Product 0726,Analgesic,WellLife,BATCH-8089-D,187.13,261.65,315,2026-10-16,475008666648
Product 0727,Antacid,NovaPharma,BATCH-3590-A,202.80,300.40,191,2027-05-23,744850587303
Product 0728,Dermatology,PharmaPlus,BATCH-3725-C,239.77,353.29,212,2027-08-11,630912128716
Product 0729,Respiratory,LifeMeds,BATCH-7265-D,45.96,54.19,191,2027-05-13,457687764091
Product 0730,Antibiotic,PharmaPlus,BATCH-7079-D,414.81,542.98,343,2026-04-30,411335960231
Product 0731,Antacid,MediPharm,BATCH-8298-D,63.27,86.82,105,2028-05-31,246865950327
Product 0732,Antacid,HealthCorp,BATCH-5485-E,444.15,557.85,273,2027-07-19,458211824490
Product 0733,Analgesic,CareGen,BATCH-8652-D,432.41,643.52,317,2026-12-26,148886532521
Product 0734,Dermatology,LifeMeds,BATCH-6322-D,64.67,92.73,18,2027-09-08,963046088665
Product 0735,Analgesic,WellLife,BATCH-5421-A,333.26,406.07,220,2028-02-12,829960945657
Product 0736,Diabetes,MediPharm,BATCH-1993-B,409.82,599.66,219,2026-06-25,901279268628
Product 0737,Antibiotic,HealthCorp,BATCH-4261-B,299.78,349.16,92,2026-07-07,855013184860
Product 0738,Analgesic,BioHeal,BATCH-8468-E,102.30,141.31,248,2027-08-21,904053063294
Product 0739,Antiseptic,BioHeal,BATCH-4542-E,263.67,328.30,375,2026-09-01,490614639241
Product 0740,Respiratory,CareGen,BATCH-1055-D,397.51,523.90,59,2027-04-13,844788795198
Product 0741,Vitamin,WellLife,BATCH-5264-E,447.78,625.91,420,2026-10-09,958650815917
Product 0742,Dermatology,MediPharm,BATCH-7371-A,221.00,324.18,461,2027-05-07,732478492710
Product 0743,Antibiotic,MediPharm,BATCH-5522-B,66.73,92.28,236,2026-06-17,487025697061
Product 0744,Antihistamine,CureChem,BATCH-7626-D,263.97,335.35,245,2027-09-14,944301974656
Product 0745,Analgesic,LifeMeds,BATCH-3435-C,325.25,416.01,392,2027-11-21,612919801667
Product 0746,Respiratory,CareGen,BATCH-3868-C,132.52,163.47,254,2027-01-24,792128050070
Product 0747,Vitamin,NovaPharma,BATCH-4885-C,368.50,537.66,268,2027-07-26,586188178612
Product 0748,Diabetes,NovaPharma,BATCH-2334-D,240.68,315.34,435,2026-09-01,607137039611
Product 0749,Antibiotic,CureChem,BATCH-7803-D,348.97,435.66,130,2026-08-27,126317808150
Product 0750,Cardiac,NovaPharma,BATCH-6151-E,248.50,289.68,439,2026-10-05,825526667767
Product 0751,Antihistamine,PentaHealth,BATCH-3178-E,493.58,685.47,495,2027-04-29,914873700258
Product 0752,Antiseptic,BioHeal,BATCH-7045-E,51.88,69.87,292,2026-10-08,724414536405
Product 0753,Cardiac,CureChem,BATCH-3763-A,112.74,165.10,173,2028-03-13,597534996632
Product 0754,Respiratory,LifeMeds,BATCH-2504-A,145.18,204.25,100,2026-05-17,414999200348
Product 0755,Dermatology,PentaHealth,BATCH-5322-C,271.90,395.93,410,2026-09-06,563361832306
Product 0756,Antacid,MediPharm,BATCH-9261-C,476.18,597.91,220,2026-07-30,137252697372
Product 0757,Antibiotic,LifeMeds,BATCH-6998-A,188.47,281.12,111,2026-06-04,683849548893
Product 0758,Vitamin,BioHeal,BATCH-1323-C,64.36,95.55,163,2026-09-02,842460744783
Product 0759,Antacid,MediPharm,BATCH-7325-B,402.20,466.61,223,2027-10-01,907604479296
Product 0760,Cardiac,LifeMeds,BATCH-4685-E,268.36,341.21,262,2027-05-27,968677228059
Product 0761,Analgesic,MediPharm,BATCH-9926-D,428.88,558.90,473,2028-05-16,789806823606
Product 0762,Respiratory,CareGen,BATCH-5244-A,72.68,97.99,34,2027-11-30,827790567690
Product 0763,Analgesic,BioHeal,BATCH-9418-B,350.13,446.01,118,2027-06-10,702815856920
Product 0764,Vitamin,CareGen,BATCH-3951-B,83.40,107.01,443,2027-10-16,467867169983
Product 0765,Respiratory,HealthCorp,BATCH-7835-A,437.16,527.72,495,2026-07-13,281328053758
Product 0766,Analgesic,PharmaPlus,BATCH-9058-C,426.68,550.24,498,2026-10-09,837114654578
Product 0767,Vitamin,LifeMeds,BATCH-4115-B,172.86,243.94,103,2026-06-16,486324524491
Product 0768,Diabetes,CureChem,BATCH-5539-B,123.12,169.07,58,2026-12-02,112059917171
Product 0769,Antacid,PentaHealth,BATCH-6444-C,183.84,220.23,69,2028-02-14,933588896796
Product 0770,Respiratory,LifeMeds,BATCH-2755-E,469.22,570.46,120,2028-01-09,120133281455
Product 0771,Dermatology,HealthCorp,BATCH-2579-A,182.34,217.35,165,2028-04-02,231904290804
Product 0772,Vitamin,LifeMeds,BATCH-7381-A,366.79,490.81,145,2028-05-10,860709977118
Product 0773,Diabetes,PentaHealth,BATCH-3064-A,427.04,575.79,54,2027-03-29,566169236766
Product 0774,Vitamin,CareGen,BATCH-5289-C,132.03,159.17,468,2027-04-15,135265274681
Product 0775,Diabetes,CureChem,BATCH-3837-E,213.28,304.56,237,2027-06-16,930309247319
Product 0776,Antibiotic,HealthCorp,BATCH-5361-B,331.84,455.25,106,2027-05-11,971135394589
Product 0777,Analgesic,LifeMeds,BATCH-1186-D,140.50,209.50,237,2028-04-04,184901419508
Product 0778,Antihistamine,CureChem,BATCH-1506-C,250.25,369.91,176,2027-03-30,458395495261
Product 0779,Antihistamine,BioHeal,BATCH-4683-E,96.96,133.59,443,2027-11-13,568064321600
Product 0780,Antibiotic,LifeMeds,BATCH-4077-E,235.68,297.52,332,2028-06-01,582477493975
Product 0781,Antihistamine,BioHeal,BATCH-7237-D,476.76,631.19,33,2026-11-30,120721839178
Product 0782,Diabetes,WellLife,BATCH-3955-E,420.31,519.30,421,2027-07-21,664183522356
Product 0783,Antiseptic,PharmaPlus,BATCH-8898-B,305.44,404.38,63,2026-07-10,353167183345
Product 0784,Cardiac,PentaHealth,BATCH-2975-E,444.36,584.85,180,2026-06-08,872137653903
Product 0785,Antibiotic,HealthCorp,BATCH-7561-D,365.13,482.82,256,2027-03-01,402918276340
Product 0786,Vitamin,WellLife,BATCH-3232-D,373.81,502.98,79,2026-08-26,853323589792
Product 0787,Antacid,CureChem,BATCH-3755-A,328.24,382.68,196,2028-04-26,621785946600
Product 0788,Respiratory,BioHeal,BATCH-5478-A,182.64,245.32,337,2027-06-13,568652497777
Product 0789,Antihistamine,PharmaPlus,BATCH-6112-E,125.03,154.60,42,2026-12-28,105598083449
Product 0790,Antiseptic,LifeMeds,BATCH-7841-D,168.88,208.70,135,2026-08-04,360985948053
Product 0791,Dermatology,CureChem,BATCH-6652-D,233.33,323.59,125,2027-08-09,988483397641
Product 0792,Antacid,CureChem,BATCH-5612-C,422.50,633.47,316,2027-06-26,538170488727
Product 0793,Antacid,WellLife,BATCH-2010-E,94.42,135.62,350,2028-05-20,925645945308
Product 0794,Antacid,LifeMeds,BATCH-2718-C,28.29,41.23,168,2026-10-14,431155526484
Product 0795,Analgesic,WellLife,BATCH-8260-B,33.12,40.97,194,2028-01-06,675586985881
Product 0796,Antacid,PharmaPlus,BATCH-3448-C,51.79,61.43,408,2028-06-11,457384178726
Product 0797,Dermatology,LifeMeds,BATCH-3118-A,270.44,402.43,109,2027-06-16,399426929320
Product 0798,Cardiac,CureChem,BATCH-7937-C,236.23,326.16,345,2027-04-26,926816870428
Product 0799,Vitamin,NovaPharma,BATCH-6847-B,285.31,388.48,315,2028-06-15,381857387644
Product 0800,Antibiotic,NovaPharma,BATCH-4639-B,332.34,464.29,408,2026-05-13,510786027026
Product 0801,Cardiac,WellLife,BATCH-8552-C,205.22,305.60,42,2027-05-20,311264739539
Product 0802,Antiseptic,CareGen,BATCH-7014-B,245.71,343.78,75,2027-06-12,651138834181
Product 0803,Cardiac,MediPharm,BATCH-1983-A,40.62,49.04,85,2028-02-20,282575484689
Product 0804,Diabetes,CareGen,BATCH-5851-B,353.25,501.23,454,2026-04-15,386572457148
Product 0805,Analgesic,LifeMeds,BATCH-1568-D,66.45,83.96,92,2028-05-19,599138744187
Product 0806,Antihistamine,PharmaPlus,BATCH-5463-A,458.76,624.91,493,2026-11-25,288983768046
Product 0807,Antiseptic,LifeMeds,BATCH-9447-C,175.86,262.64,94,2027-03-27,406404163491
Product 0808,Cardiac,HealthCorp,BATCH-9561-C,365.53,424.68,190,2028-04-30,129137529912
Product 0809,Antacid,CureChem,BATCH-7049-A,233.23,311.10,110,2027-11-01,100990296286
Product 0810,Cardiac,WellLife,BATCH-2821-A,414.56,506.55,210,2027-05-02,233345668084
Product 0811,Respiratory,PharmaPlus,BATCH-6788-B,331.74,391.43,435,2028-04-30,597510308375
Product 0812,Antihistamine,CareGen,BATCH-2267-E,296.89,422.44,464,2026-10-14,844587511943
Product 0813,Vitamin,LifeMeds,BATCH-1475-E,457.90,664.84,477,2028-05-17,483140679424
Product 0814,Antihistamine,CureChem,BATCH-1584-A,30.66,44.94,209,2027-03-28,305671460052
Product 0815,Antiseptic,MediPharm,BATCH-2457-E,185.71,264.76,468,2027-09-05,827284828661
Product 0816,Dermatology,WellLife,BATCH-6047-B,286.04,393.31,17,2027-12-17,257393854556
Product 0817,Cardiac,BioHeal,BATCH-9325-B,386.72,547.41,398,2027-10-02,347079471956
Product 0818,Dermatology,PentaHealth,BATCH-2839-B,169.98,236.80,190,2027-01-31,313013659074
Product 0819,Respiratory,HealthCorp,BATCH-7463-C,407.76,528.75,14,2027-11-12,898019881213
Product 0820,Antacid,NovaPharma,BATCH-5706-A,228.82,308.83,268,2028-06-04,469161709847
Product 0821,Cardiac,HealthCorp,BATCH-7841-C,69.15,99.66,33,2026-12-16,416642752762
Product 0822,Antacid,PharmaPlus,BATCH-6076-E,85.31,115.60,299,2027-10-17,482816543661
Product 0823,Dermatology,CureChem,BATCH-9080-D,159.67,221.84,484,2026-06-16,258796552804
Product 0824,Vitamin,PharmaPlus,BATCH-6752-B,101.38,132.63,429,2027-06-11,447530905738
Product 0825,Diabetes,HealthCorp,BATCH-4795-B,163.76,227.45,123,2028-06-01,177449415269
Product 0826,Antiseptic,NovaPharma,BATCH-5461-D,79.47,115.08,71,2027-09-03,104992787950
Product 0827,Antiseptic,MediPharm,BATCH-6839-E,436.86,514.23,366,2027-12-03,643180168370
